단지명,전용면적,일일가격,위도,경도,지하철거리,환율,가장 가까운 버스정류장까지 거리(m),가장 가까운 버스정류장,1000m맛집,1000m문화공간,1000m문화재,1000m쇼핑,소비자물가지수,종합주가지수,주택담보대출금리,지하철역_을지로3가역,지하철역_동대문역사문화공원역,지하철역_동대입구역,지하철역_동묘앞역,지하철역_명동역,지하철역_버티고개역,지하철역_상왕십리역,지하철역_서대문역,지하철역_서울역,지하철역_시청역,지하철역_신금호역,지하철역_신당역,지하철역_신설동역,지하철역_약수역,지하철역_을지로4가역,지하철역_청구역,지하철역_충무로역,지하철역_충정로(경기대입구)역,지하철역_회현(남대문시장)역
[urbanstay] #고층배정 #명동역 5분 # 힙지로 #취사OK #장기 #단기,26.0,9.0,37.5619309,126.9943125,59.51641553,1304.4,85.85367254,충무로역.매일경제,83,21,38,6,108.88,2391.6,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Two Bedroom Deluxe Suite / 주, 월 단위 할인 프로모션 중",45.0,33.264,37.5603346,126.9909789,290.59916,1304.4,123.7495308,퇴계로3가.한옥마을.한국의집,88,26,44,7,108.88,2391.6,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
[WinterEvent][COMOCASA]서울의중심#104,26.0,10.8,37.5628091,126.9913212,287.2220841,1304.4,169.0641666,초동,89,26,46,8,108.88,2391.6,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WECOSTAY Myeongdong B,26.0,10.5,37.562915,126.997557,349.2442092,1304.4,135.4474408,충무로역8번출구.대한극장앞,63,21,40,8,108.88,2391.6,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WECOSTAY Myeongdong C 퀸+싱글(3인가능),36.0,12.5,37.562915,126.997557,349.2442092,1304.4,135.4474408,충무로역8번출구.대한극장앞,63,21,40,8,108.88,2391.6,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
시청역 빈티지 로컬 코리빙 스테이 (트리플) [Local Stitch City hall],37.0,18.0,37.562293,126.978716,325.4575406,1304.4,108.8233424,남대문시장,141,38,93,9,108.88,2391.6,3.72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Two Bedroom Premier Suite / 주, 월 단위 할인 프로모션 중",47.0,26.5122,37.559887,126.990912,315.9281642,1304.4,163.8469562,퇴계로3가.한옥마을.한국의집,88,25,43,6,108.88,2391.6,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
현대 레지던스 (Hyundai Residence) 주니어 패밀리 [4인],44.0,8.7,37.56379,127.000772,406.2990338,1304.4,145.2914914,퇴계로5가,55,18,31,15,108.88,2391.6,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
WECOSTAY Myeongdong G1 (1인실),14.0,11.5,37.562915,126.997557,349.2442092,1304.4,135.4474408,충무로역8번출구.대한극장앞,63,21,40,8,108.88,2391.6,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WECOSTAY Myeongdong B_9,26.0,10.5,37.562915,126.997557,349.2442092,1304.4,135.4474408,충무로역8번출구.대한극장앞,63,21,40,8,108.88,2391.6,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Two Bedroom Deluxe Suite / 주, 월 단위 할인 프로모션 중",45.0,23.5664,37.559887,126.990912,315.9281642,1304.4,163.8469562,퇴계로3가.한옥마을.한국의집,88,25,43,6,108.88,2391.6,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WECOSTAY Myeongdong D2 ( 싱글+싱글 베드),27.0,11.5,37.562915,126.997557,349.2442092,1304.4,135.4474408,충무로역8번출구.대한극장앞,63,21,40,8,108.88,2391.6,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WECOSTAY Myeongdong E,26.0,10.5,37.562915,126.997557,349.2442092,1304.4,135.4474408,충무로역8번출구.대한극장앞,63,21,40,8,108.88,2391.6,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"을지로 Chillin' inn(시티뷰/복층/파티룸/을지로4가/2,4,1,5호선 도보 5분)",43.0,9.31,37.565155,127.002608,248.5405827,1304.4,17.46207738,베이튼호텔,50,14,29,26,108.88,2391.6,3.72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WECOSTAY Myeongdong D_4,26.0,11.5,37.562915,126.997557,349.2442092,1304.4,135.4474408,충무로역8번출구.대한극장앞,63,21,40,8,108.88,2391.6,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WECOSTAY Myeongdong B_8,26.0,10.5,37.562915,126.997557,349.2442092,1304.4,135.4474408,충무로역8번출구.대한극장앞,63,21,40,8,108.88,2391.6,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"[쉼,] 진짜 쉼이 필요한 분을 위한. #충무로#힙지로#조명맛집",26.0,10.2,37.563406,126.993403,227.1381578,1304.4,26.56424426,초동,80,23,39,7,108.88,2391.6,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WECOSTAY Myeongdong F_1,36.0,13.0,37.562915,126.997557,349.2442092,1304.4,135.4474408,충무로역8번출구.대한극장앞,63,21,40,8,108.88,2391.6,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"[쉼,]남산뷰 고층숙소",26.0,10.8,37.563406,126.993403,227.1381578,1304.4,26.56424426,초동,80,23,39,7,108.88,2391.6,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WECOSTAY Myeongdong D_3,26.0,11.5,37.562915,126.997557,349.2442092,1304.4,135.4474408,충무로역8번출구.대한극장앞,63,21,40,8,108.88,2391.6,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"[쉼,]야경맛집 자연채광 넷플릭스 분위기맛집",26.0,11.3,37.563406,126.993403,227.1381578,1304.4,26.56424426,초동,80,23,39,7,108.88,2391.6,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"♥명동역3분♥ 아늑하고 편안한 모임 +감성유닛 T1 (방역완료, 소독ing)",43.0,12.0,37.561544,126.984023,212.5121941,1304.4,83.22310489,퇴계로2가.명동역,140,34,76,11,108.88,2391.6,3.72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wecostay myeongdong E_2,26.0,10.5,37.562915,126.997557,349.2442092,1304.4,135.4474408,충무로역8번출구.대한극장앞,63,21,40,8,108.88,2391.6,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
창작이 샘솟는 테라스 방,26.0,12.0,37.563444,126.997983,350.0313894,1304.4,148.3207165,중구청앞.덕수중학교,60,20,34,9,108.88,2391.6,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
여행자를 위한 맞춤 가구 명동 스카이 라인이 보이는 테라스 방,26.0,12.0,37.564697,126.999488,257.2358864,1304.4,119.3959273,중구청앞.덕수중학교,59,20,33,14,108.88,2391.6,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"[쉼,]#오붓함#아늑함#더블침대#넷플릭스",26.0,10.6,37.563406,126.993403,227.1381578,1304.4,26.56424426,초동,80,23,39,7,108.88,2391.6,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Two Bedroom Premier Suite / 주, 월 단위 할인 프로모션 중",47.0,24.4728,37.559887,126.990912,315.9281642,1304.4,163.8469562,퇴계로3가.한옥마을.한국의집,88,25,43,6,108.88,2391.6,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"을지로 Chillin' inn(시티뷰/복층/파티룸/을지로4가/2,4,1,5호선 도보 5분)",43.0,10.925,37.565155,127.002608,248.5405827,1304.4,17.46207738,베이튼호텔,50,14,29,26,108.88,2391.6,3.72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Two Bedroom Deluxe Suite / 주, 월 단위 할인 프로모션 중",45.0,21.7536,37.559887,126.990912,315.9281642,1304.4,163.8469562,퇴계로3가.한옥마을.한국의집,88,25,43,6,108.88,2391.6,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
#서울역5분 #초고층도시뷰 #욕조 #호텔로비 #장박할인,26.0,7.9498,37.559342,126.970736,235.7316266,1304.4,50.81854237,염천교,69,27,71,4,108.88,2391.6,3.72,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"[쉼,]따뜻하고 석양이 아름다운 방, Cosy, Double bed, 힙지로",26.0,10.2,37.563406,126.993403,227.1381578,1304.4,26.56424426,초동,80,23,39,7,108.88,2391.6,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
[Free Meal][Camping][ComoCasa]서울의 중심 풀옵션 레지던스#23,26.0,9.0,37.564153,126.993568,290.6098759,1304.4,98.20468953,초동,82,23,36,6,108.88,2391.6,3.72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Room 3. Myeongdong. Namsan. Rooftop,47.0,14.4219,37.556339,126.982602,454.3246044,1304.4,161.9393403,남산케이블카,87,21,47,8,108.88,2391.6,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"[쉼,]#Twin windows#Relief#Rest",26.0,10.8,37.557982,126.990229,479.9647507,1304.4,181.3862717,남산예장버스환승주차장,80,21,37,2,108.88,2391.6,3.72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
현대,79.11,8.680555556,37.56050431,127.0229705,642.5304145,1218.3,145.0156737,금호베스트빌.래미안하이베르,27,9,13,16,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
래미안하이베르,59.95,33.54166667,37.56103798,127.0209858,524.9534945,1351.4,264.0077329,동화동,44,15,23,27,108.93,2333.93,3.38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
남산롯데캐슬아이리스,103.49,75.24305556,37.55822471,126.9817445,310.7749621,1266.4,85.65990389,남산3호터널,163,48,118,11,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
쌍용남산플래티넘,166.24,53.99305556,37.5594119,126.9832199,325.4312475,1261.8,53.1320518,남산3호터널.서울애니메이션센터,175,51,123,11,107.56,2628.34,3.03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충무,67.77,15.06944444,37.56073152,127.0008553,458.9527599,1197.0,159.1894987,앰버서더호텔,107,37,58,32,104.69,2865.55,2.82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울역센트럴자이,59.9707,43.47222222,37.55478004,126.9644582,546.5467807,1189.9,161.2238443,손기정체육공원입구,47,20,55,4,104.69,2865.55,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
청구e편한세상,84.96,23.35069444,37.55996016,127.015451,148.0705762,1196.0,70.23484134,청구역,63,20,29,31,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
노블레스2,84.93,28.19444444,37.54963066,127.0052737,238.7738492,1241.1,199.0808983,송도병원앞,35,14,37,6,108.74,2474.95,3.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운(임대),32.76,1.513020833,37.54716677,127.0056772,153.7732237,1187.6,38.78579685,버티고개,30,13,28,6,104.69,2865.55,2.82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
신당푸르지오,145.1,38.47222222,37.55986467,127.0190343,453.603167,1394.2,62.12000898,동화동,55,15,24,29,108.93,2333.93,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
남산롯데캐슬아이리스,113.46,38.97222222,37.55822471,126.9817445,310.7749621,1192.3,85.65990389,남산3호터널,163,48,118,11,104.69,2865.55,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
신성아파트,40.83,11.02430556,37.56354625,126.995815,280.8598005,1225.7,177.8616882,충무로역8번출구.대한극장앞,131,36,71,27,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
롯데캐슬,33.62,4.6825,37.57081055,127.0214639,533.6157523,1314.9,99.4277459,황학동롯데캐슬,21,7,4,23,108.74,2362.79,3.17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
서울역센트럴자이,72.9965,47.5,37.55478004,126.9644582,546.5467807,1431.7,161.2238443,손기정체육공원입구,47,20,55,4,109.21,2230.27,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
약수하이츠,84.88,17.70833333,37.5551916,127.0163594,358.1312623,1241.7,392.9343566,신당동대우푸르지오.금호여중,47,17,24,13,106.85,2703.24,2.98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
리하우스(LEEHAUS),33.997,11.06944444,37.55991429,126.9666325,200.5556823,1197.8,114.0273568,한국경제신문사.서소문역사공원,102,32,89,7,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
남산롯데캐슬아이리스,113.46,81.21527778,37.55822471,126.9817445,310.7749621,1251.2,85.65990389,남산3호터널,163,48,118,11,108.74,2474.95,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
남산타운,84.88,27.90277778,37.54716677,127.0056772,153.7732237,1199.6,38.78579685,버티고개,30,13,28,6,105.3,2724.02,2.88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운(임대),32.76,3.061979167,37.54716677,127.0056772,153.7732237,1314.9,38.78579685,버티고개,30,13,28,6,108.74,2362.79,3.17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운,84.88,30.17361111,37.54716677,127.0056772,153.7732237,1257.6,38.78579685,버티고개,30,13,28,6,108.74,2474.95,3.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
신당파인힐하나유보라,24.3931,12.00694444,37.56478,127.02471,413.0128704,1218.3,17.8702148,신당파인힐하나유보라,18,7,4,22,106.06,2698.72,2.93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
쌍용남산플래티넘,166.24,53.99305556,37.5594119,126.9832199,325.4312475,1261.8,53.1320518,남산3호터널.서울애니메이션센터,175,51,123,11,107.56,2628.34,3.03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
현대,83.97,25.13888889,37.56050431,127.0229705,642.5304145,1203.6,145.0156737,금호베스트빌.래미안하이베르,27,9,13,16,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
파크원빌,13.51,10.17361111,37.56036707,127.0045435,173.3487208,1196.0,101.4930814,장충동.동국대입구,87,29,50,29,105.3,2724.02,2.88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
신당파인힐하나유보라,59.0613,18.34722222,37.56478,127.02471,413.0128704,1333.2,17.8702148,신당파인힐하나유보라,18,7,4,22,109.1,2417.56,3.62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
약수하이츠,84.88,27.20138889,37.5551916,127.0163594,358.1312623,1228.7,392.9343566,신당동대우푸르지오.금호여중,47,17,24,13,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
롯데캐슬,84.97,24.69444444,37.57081055,127.0214639,533.6157523,1299.4,99.4277459,황학동롯데캐슬,21,7,4,23,108.74,2474.95,3.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
남산타운,114.88,42.15625,37.54716677,127.0056772,153.7732237,1341.4,38.78579685,버티고개,30,13,28,6,108.62,2479.57,3.27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운,84.88,34.23611111,37.54716677,127.0056772,153.7732237,1188.2,38.78579685,버티고개,30,13,28,6,104.69,2865.55,2.82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운,114.88,36.90972222,37.54716677,127.0056772,153.7732237,1220.6,38.78579685,버티고개,30,13,28,6,106.06,2698.72,2.93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
청구e편한세상,84.96,45.86805556,37.55996016,127.015451,148.0705762,1197.1,70.23484134,청구역,63,20,29,31,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LIG서울역리가,84.9866,32.67361111,37.55627298,126.966883,421.6932281,1338.4,168.6162443,서울의료보건고등학교.서울역서부,74,30,74,4,109.1,2417.56,3.62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
삼성사이버빌리지,84.95,31.04861111,37.55892666,126.9643209,86.42285254,1285.6,66.59799483,종근당.충정로역,73,29,74,4,108.74,2474.95,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
신당아르브,18.08,11.07638889,37.56497427,127.0233193,335.5910715,1292.9,71.16580968,신당초등학교앞,24,8,4,23,108.74,2474.95,3.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
롯데캐슬,84.92,36.875,37.57081055,127.0214639,533.6157523,1310.0,99.4277459,황학동롯데캐슬,21,7,4,23,108.74,2362.79,3.17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
롯데캐슬,59.94,29.09722222,37.57081055,127.0214639,533.6157523,1261.8,99.4277459,황학동롯데캐슬,21,7,4,23,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
청구e편한세상,84.95,22.05555556,37.55996016,127.015451,148.0705762,1266.4,70.23484134,청구역,63,20,29,31,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LIG서울역리가,84.9846,21.18055556,37.55627298,126.966883,421.6932281,1188.2,168.6162443,서울의료보건고등학교.서울역서부,74,30,74,4,104.69,2865.55,2.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
장충,31.24,11.74305556,37.55925649,127.0016754,347.6796584,1284.1,100.4579539,동국대입구앰배서더호텔,99,33,57,28,108.74,2474.95,3.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운,84.88,33.54166667,37.54716677,127.0056772,153.7732237,1302.7,38.78579685,버티고개,30,13,28,6,108.74,2362.79,3.17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
서울역센트럴자이,84.9918,9.201388889,37.55478004,126.9644582,546.5467807,1188.9,161.2238443,손기정체육공원입구,47,20,55,4,104.69,2865.55,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
남산타운,59.94,18.57638889,37.54716677,127.0056772,153.7732237,1197.1,38.78579685,버티고개,30,13,28,6,105.3,2724.02,2.88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운,84.88,40.0,37.54716677,127.0056772,153.7732237,1428.9,38.78579685,버티고개,30,13,28,6,109.21,2230.27,3.52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
남산트라팰리스,126.78,96.18055556,37.55399468,126.9756127,300.4051187,1338.4,83.4997359,후암삼거리,115,37,95,8,109.1,2417.56,3.62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
롯데캐슬,59.94,20.09722222,37.57081055,127.0214639,533.6157523,1267.7,99.4277459,황학동롯데캐슬,21,7,4,23,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
서울역한라비발디센트럴,84.9774,14.0,37.55457358,126.9658471,376.5303457,1218.3,37.00312507,손기정체육공원입구,67,24,65,4,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
약수하이츠,32.67,1.882916667,37.5551916,127.0163594,358.1312623,1433.5,392.9343566,신당동대우푸르지오.금호여중,47,17,24,13,109.21,2230.27,3.52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
남산타운,59.94,23.5625,37.54716677,127.0056772,153.7732237,1274.6,38.78579685,버티고개,30,13,28,6,107.56,2628.34,3.03,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운,114.88,45.69444444,37.54716677,127.0056772,153.7732237,1394.2,38.78579685,버티고개,30,13,28,6,108.93,2333.93,3.38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
약수하이츠,84.88,10.71527778,37.5551916,127.0163594,358.1312623,1196.9,392.9343566,신당동대우푸르지오.금호여중,47,17,24,13,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
삼성,114.91,14.51388889,37.55853588,127.0184475,472.8633598,1241.7,25.03257628,신당동삼성아파트.금호여중,55,17,24,29,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
약수하이츠,57.63,12.63888889,37.5551916,127.0163594,358.1312623,1220.6,392.9343566,신당동대우푸르지오.금호여중,47,17,24,13,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DUO302,15.97,11.07638889,37.56657481,127.0232614,338.5274592,1274.6,33.55971285,황학동주민센터,23,7,4,23,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
동대문솔하임,19.6,15.17361111,37.56771654,127.0163481,174.3397766,1200.0,87.47235825,성동공업고등학교(무궁화회관),42,14,17,30,104.69,2865.55,2.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
충무로엘크루메크로시티2,22.75,12.8125,37.5633946,126.9999942,403.9462367,1298.0,72.19381704,퇴계로5가,101,37,51,31,108.74,2362.79,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
삼정아트테라스정동,17.7034,15.3125,37.56325109,126.9720315,300.913761,1261.8,230.6842081,서소문KAL빌딩,143,42,101,11,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
현대,79.11,14.75694444,37.56050431,127.0229705,642.5304145,1219.4,145.0156737,금호베스트빌.래미안하이베르,27,9,13,16,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
덕수궁롯데캐슬,56.2897,21.125,37.56370849,126.970043,377.9433754,1298.0,109.1088259,경찰청.동북아역사재단,140,40,99,9,108.74,2362.79,3.17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
약수(372-2796),52.93,12.08333333,37.55376893,127.0108054,67.60227851,1419.1,75.75270809,약수역8번출구.신당사회복지관,54,20,30,10,109.21,2230.27,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
롯데캐슬,33.62,4.530833333,37.57081055,127.0214639,533.6157523,1291.7,99.4277459,황학동롯데캐슬,21,7,4,23,108.74,2474.95,3.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
서울역센트럴자이,59.943,31.94444444,37.55478004,126.9644582,546.5467807,1193.6,161.2238443,손기정체육공원입구,47,20,55,4,104.69,2865.55,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
서제빌딩,21.45,10.24305556,37.56438992,127.0013309,356.6631034,1300.7,133.7108091,베이튼호텔,91,35,49,30,108.74,2474.95,3.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
래미안하이베르(임대),37.54,3.523784722,37.56103798,127.0209858,524.9534945,1196.4,264.0077329,동화동,44,15,23,27,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
남산타운,84.88,34.72222222,37.54716677,127.0056772,153.7732237,1333.2,38.78579685,버티고개,30,13,28,6,109.1,2417.56,3.62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
래미안하이베르,59.95,29.27083333,37.56103798,127.0209858,524.9534945,1238.6,264.0077329,동화동,44,15,23,27,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
서제빌딩,21.45,10.17361111,37.56438992,127.0013309,356.6631034,1241.7,133.7108091,베이튼호텔,91,35,49,30,106.06,2698.72,2.93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
신당역솔하임,14.15,12.67361111,37.56538497,127.0212268,145.2707158,1197.8,46.48836953,신당역하나은행,30,13,13,27,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
롯데캐슬,59.91,21.09722222,37.57081055,127.0214639,533.6157523,1281.6,99.4277459,황학동롯데캐슬,21,7,4,23,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
신당푸르지오,59.85,26.47222222,37.55986467,127.0190343,453.603167,1429.7,62.12000898,동화동,55,15,24,29,108.93,2333.93,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
롯데캐슬,33.62,2.568784722,37.57081055,127.0214639,533.6157523,1274.6,99.4277459,황학동롯데캐슬,21,7,4,23,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
서울역센트럴자이,84.972,52.36111111,37.55478004,126.9644582,546.5467807,1387.3,161.2238443,손기정체육공원입구,47,20,55,4,109.1,2417.56,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
남산타운,59.94,27.43055556,37.54716677,127.0056772,153.7732237,1251.2,38.78579685,버티고개,30,13,28,6,108.74,2474.95,3.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
래미안하이베르(임대),37.54,3.733298611,37.56103798,127.0209858,524.9534945,1291.3,264.0077329,동화동,44,15,23,27,108.74,2474.95,3.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
래미안하이베르,84.85,33.33333333,37.56103798,127.0209858,524.9534945,1433.5,264.0077329,동화동,44,15,23,27,109.21,2230.27,3.52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
(73-1),19.5,8.173611111,37.56980153,127.0193293,462.5655164,1228.7,104.256132,청계8가.영도교,27,7,5,23,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
삼성사이버빌리지,84.93,10.72222222,37.55892666,126.9643209,86.42285254,1194.7,66.59799483,종근당.충정로역,73,29,74,4,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
롯데캐슬,84.97,30.83333333,37.57081055,127.0214639,533.6157523,1431.7,99.4277459,황학동롯데캐슬,21,7,4,23,109.21,2230.27,3.52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
남산타운,59.94,27.70833333,37.54716677,127.0056772,153.7732237,1351.4,38.78579685,버티고개,30,13,28,6,108.93,2333.93,3.38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
